Algorithm,Number of Cores,Pooling,Kernel,Smoothing Parameter,Skuteczność,BI,AUC
ROCKET,5000,ppv,sigmoid,100,0.69,0.0,0.5
ROCKET,5000,max + ppv,sigmoid,1000,0.45399999999999996,-0.217,0.392
ROCKET,5000,max,sigmoid,1000,0.45399999999999996,-0.217,0.392
ROCKET,5000,ppv,sigmoid,1000,0.691,0.003,0.501
ROCKET,5000,max + ppv,sigmoid,10000,0.45299999999999996,-0.217,0.391
ROCKET,5000,max,sigmoid,10000,0.45299999999999996,-0.217,0.391
ROCKET,5000,ppv,sigmoid,10000,0.816,0.47700000000000004,0.7390000000000001
ROCKET,10000,max + ppv,linear,100,0.919,0.8490000000000001,0.924
ROCKET,10000,max,linear,100,0.919,0.8490000000000001,0.924
ROCKET,10000,ppv,linear,100,0.925,0.823,0.9109999999999999
ROCKET,10000,max + ppv,linear,1000,0.9179999999999999,0.848,0.924
ROCKET,10000,max,linear,1000,0.919,0.8490000000000001,0.924
ROCKET,10000,ppv,linear,1000,0.925,0.823,0.9109999999999999
ROCKET,10000,max + ppv,linear,10000,0.919,0.8490000000000001,0.925
ROCKET,10000,max,linear,10000,0.919,0.8490000000000001,0.924
ROCKET,10000,ppv,linear,10000,0.925,0.823,0.9109999999999999
ROCKET,10000,max + ppv,poly,100,0.89,0.754,0.877
ROCKET,10000,max,poly,100,0.89,0.754,0.877
ROCKET,10000,ppv,poly,100,0.927,0.828,0.914
ROCKET,10000,max + ppv,poly,1000,0.89,0.754,0.877
ROCKET,10000,max + ppv,poly,10000,0.89,0.754,0.877
ROCKET,10000,max + ppv,rbf,100,0.922,0.83,0.915
ROCKET,10000,max,rbf,100,0.922,0.83,0.915
ROCKET,10000,ppv,rbf,100,0.9209999999999999,0.813,0.9059999999999999
ROCKET,10000,max + ppv,rbf,1000,0.924,0.8370000000000001,0.9179999999999999
ROCKET,10000,max,rbf,1000,0.924,0.8370000000000001,0.9179999999999999
ROCKET,10000,ppv,rbf,1000,0.9209999999999999,0.813,0.907
ROCKET,10000,max + ppv,rbf,10000,0.924,0.8370000000000001,0.9179999999999999
ROCKET,10000,max,rbf,10000,0.924,0.8370000000000001,0.9179999999999999
ROCKET,10000,ppv,rbf,10000,0.9209999999999999,0.815,0.907
ROCKET,10000,max + ppv,sigmoid,100,0.462,-0.20199999999999999,0.39899999999999997
ROCKET,10000,max,sigmoid,100,0.462,-0.20199999999999999,0.39899999999999997
ROCKET,10000,ppv,sigmoid,100,0.69,0.0,0.5
ROCKET,10000,max + ppv,sigmoid,1000,0.46,-0.20199999999999999,0.39899999999999997
ROCKET,10000,max,sigmoid,1000,0.46,-0.20199999999999999,0.39899999999999997
ROCKET,10000,ppv,sigmoid,1000,0.69,0.0,0.5
ROCKET,10000,max + ppv,sigmoid,10000,0.45899999999999996,-0.203,0.39899999999999997
ROCKET,10000,max,sigmoid,10000,0.45899999999999996,-0.203,0.39899999999999997
ROCKET,10000,ppv,sigmoid,10000,0.8170000000000001,0.48,0.74
